【蚂蚁集团】OceanBase招C++/JAVA实习生(2022届),蚂蚁集团,https://www.nowcoder.com/intern/17864?jobIds=21563&ncsr=,¥薪酬面议,北京 上海 杭州,简历处理率：90%,平均处理：1天,处理快,研发,薪酬：面议     实习要求：5天/周，2个月以上     转正机会：有,[<div class="nc-post-content js-duty-content">蚂蚁金服OceanBase团队招聘2022届春季实习生（C++和Java）啦！
1. 岗位：C++、Java后端、测试开发
2. 从事蚂蚁金服核心产品自研关系型数据库OceanBase内核（C++）或平台研发（Java后端）
3. base地点：北京、上海、杭州
4. 要求扎实的计算机系统基础，熟练掌握数据结构、算法、操作系统等
5. 优秀的编程能力，熟练使用C/C++或者Java
6. 系统软件实践经验，热衷基础设施领域，有技术激情，能够胜任有挑战的工作

团队介绍：
OceanBase是由蚂蚁金服/阿里巴巴一群追求梦想追求极致的靠谱工程师一行一行码出来的，高可用，高性能，弹性水平扩展的通用的分布式关系型数据库。
十年来，OceanBase已经支撑了支付宝全部核心业务数据库，一次次刷新双十一交易峰值，2019年在业界公认的TPC-C性能评测中成为第一个排名第一的分布式数据库和第一个上榜的中国人完全自主开发的数据库。
我们已经走出阿里巴巴和蚂蚁金服，服务于更广大的市场。数据库是各行各业数字化转型需要的核心基础设施，市场前景波澜壮阔，我们刚刚迈出了一小步，未来的征程是星辰大海。希望有技术热情的你加入我们，共创数据库产业的未来！
OceanBase由北大校友阳振坤博士创立和主持，团队成员来自国内外著名高校和科技公司。更多信息请看我们的官网 https://oceanbase.alipay.com/</div>],Null,
【蚂蚁集团】OceanBase实习生招聘(2022届),蚂蚁集团,https://www.nowcoder.com/intern/17864?jobIds=46038&ncsr=,¥250-300元/天,北京 上海 杭州 成都,简历处理率：66%,平均处理：2天,处理快,研发,薪资：250-300元/天     实习要求：5天/周，3个月以上     转正机会：有,[<div class="nc-post-content js-duty-content">蚂蚁金服OceanBase团队招聘2022届春季实习生（C++和Java）啦！

1. 岗位：C++、Java后端、测试开发

2. 从事蚂蚁金服核心产品自研关系型数据库OceanBase内核（C++）或平台研发（Java后端）

3. base地点：北京、上海、杭州

4. 要求扎实的计算机系统基础，熟练掌握数据结构、算法、操作系统等

5. 优秀的编程能力，熟练使用C/C++或者Java

6. 系统软件实践经验，热衷基础设施领域，有技术激情，能够胜任有挑战的工作

团队介绍：

OceanBase是由蚂蚁金服/阿里巴巴一群追求梦想追求极致的靠谱工程师一行一行码出来的，高可用，高性能，弹性水平扩展的通用的分布式关系型数据库。

十年来，OceanBase已经支撑了支付宝全部核心业务数据库，一次次刷新双十一交易峰值，2019年在业界公认的TPC-C性能评测中成为第一个排名第一的分布式数据库和第一个上榜的中国人完全自主开发的数据库。

我们已经走出阿里巴巴和蚂蚁金服，服务于更广大的市场。数据库是各行各业数字化转型需要的核心基础设施，市场前景波澜壮阔，我们刚刚迈出了一小步，未来的征程是星辰大海。希望有技术热情的你加入我们，共创数据库产业的未来！

OceanBase由北大校友阳振坤博士创立和主持，团队成员来自国内外著名高校和科技公司。更多信息请看我们的官网 https://oceanbase.alipay.com/</div>],Null,
淘宝直播-算法岗,蚂蚁集团,https://www.nowcoder.com/intern/3240?jobIds=47240&ncsr=,¥250-300元/天,北京 上海 杭州,简历处理率：100%,平均处理：1天,处理快,研发,薪资：250-300元/天     实习要求：5天/周，3个月以上     转正机会：有,[<div class="nc-post-content js-duty-content">淘宝直播团队负责淘系核心视频直播业务的算法服务及数据体系建设。基于海量的视频直播数据、创作者数据、消费者数据构建和完善播生态体系,从供给侧和消费侧两端提升用户交互体验和效率。
工作内容概述:
1.参与并负责淘宝短视频直播APP的算法,包括短视频直播场景下的用户理解、个性化推荐、用户增长、营销投放、主播和商家生态构建等核心能力建设;
2.参与规划短视频直播场景的内容分发算法设计,提升流量匹配的效率和用户粘性,建设主播生态体系,满足业务的快速迭代;
3.参与规划PUSH个性化触达、用户拉新等用户增长引擎的产品和技术方案,推动供给侧和消费侧用户增长;
4.参与规划基于短视频直播场景的营销投放系统设计,提升流量变现的效率,建设商家生态体系,满足业务的快速迭代;
</div>, <div class="nc-post-content js-duty-content">职位要求:
1计算机、统计等相关专业本科以上学历
2.3年以上推荐系统、在线广告系统、机器学习、计算机视觉、数据挖掘等
相关领域研究及实践经验
3.熟练掌握ava/C+/Python中至少一门语言
工作地点
杭州、北京等

</div>],Null,
iOS开发工程师,阿里巴巴,https://www.nowcoder.com/intern/48771?jobIds=45657&ncsr=,¥250-300元/天,杭州,简历处理率：-,平均处理：-,Null,研发,薪资：250-300元/天     实习要求：4天/周，2个月以上     转正机会：有,[<div class="nc-post-content js-duty-content">1. 参与开发手机淘宝客户端、淘宝lite客户端开发
2. 在基础架构、包大小、多语言、跨平台、音视频、端智能等领域进行研究
3. 接触最顶尖的淘系电商架构+最新的国际化电商架构
4. 学习从业务开发，数据分析，到数据反哺业务一整套体验优化方案</div>, <div class="nc-post-content js-duty-content">1. 2022届毕业生（毕业时间：2021年11月-2022年10月）
2. 扎实的编程基础，至少熟悉Java、Kotlin、C、OC、swift、dart、C++其中一种。不强制要求可以端经验，有客户端开发经验优先。
3. 学习能力强，对代码质量及系统性能具备精益求精的精神
4. 良好的团队沟通协同能力，抗压能力，勇于接受挑战
5. 有作品或者实习经验优先</div>],Null,
