算法工程师 ( NLP / CV / ML ),北京知乎科技有限责任公司,https://www.nowcoder.com/intern/48360?jobIds=44876&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：1天,
阿里巴巴-机器学习算法实习招聘,阿里巴巴,https://www.nowcoder.com/intern/50565?jobIds=50361&ncsr=,¥250-300元/天,杭州,简历处理率：100%,平均处理：1天,
Efficient transportation algorithms and Software engineering (智能交通算法和软件研发),英特尔中国公司,https://www.nowcoder.com/intern/17304?jobIds=30920&ncsr=,¥薪酬面议,北京,简历处理率：100%,平均处理：17天,
计算机视觉算法工程师,元戎启行,https://www.nowcoder.com/intern/5811?jobIds=43545&ncsr=,¥800-1000元/天,深圳,简历处理率：100%,平均处理：1天,
激光雷达感知算法,元戎启行,https://www.nowcoder.com/intern/46809?jobIds=45533&ncsr=,¥薪酬面议,深圳,简历处理率：100%,平均处理：2天,
计算机视觉算法,元戎启行,https://www.nowcoder.com/intern/46809?jobIds=45532&ncsr=,¥薪酬面议,深圳,简历处理率：88%,平均处理：1天,
百度-算法实习生-计算机视觉方向,百度,https://www.nowcoder.com/intern/47350?jobIds=43000&ncsr=,¥250-300元/天,北京,深圳,简历处理率：100%,平均处理：1天,
阿里高德-数据算法实习（挖掘和优化方向）,高德,https://www.nowcoder.com/intern/48477?jobIds=45130&ncsr=,¥300-400元/天,北京,简历处理率：69%,平均处理：1天,
设计师实习生,深信服,https://www.nowcoder.com/intern/52460?jobIds=49763&ncsr=,¥150-200元/天,深圳,简历处理率：-,平均处理：-,
北森-测评产品经理-心理学相关-硕士及以上学历,北森云计算股份有限公司,https://www.nowcoder.com/intern/30078?jobIds=39235&ncsr=,¥250-300元/天,北京,杭州,简历处理率：100%,平均处理：8天,
北森-软件实施顾问,北森云计算股份有限公司,https://www.nowcoder.com/intern/30078?jobIds=30517&ncsr=,¥250-300元/天,北京,上海,广州,深圳,杭州,简历处理率：100%,平均处理：5天,
UI设计实习生（远程实习）,MindCoord,https://www.nowcoder.com/intern/42044?jobIds=43345&ncsr=,¥薪酬面议,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：94%,平均处理：2天,
产品助理实习生,成都超有爱科技有限公司,https://www.nowcoder.com/intern/563?jobIds=13894&ncsr=,¥150-200元/天,成都,简历处理率：97%,平均处理：1天,
【海康威视】产品实习岗(非应届) Base杭州,海康威视,https://www.nowcoder.com/intern/47912?jobIds=43737&ncsr=,¥薪酬面议,杭州,简历处理率：91%,平均处理：1天,
[直通笔试]美团优选-助理产品经理,美团,https://www.nowcoder.com/intern/50199?jobIds=47355&ncsr=,¥薪酬面议,北京,上海,深圳,成都,简历处理率：92%,平均处理：1天,
产品实习生（AIoT）,商汤科技,https://www.nowcoder.com/intern/535?jobIds=50327&ncsr=,¥200-250元/天,北京,简历处理率：-,平均处理：-,
产品经理/产品助理（实习）,悉之教育,https://www.nowcoder.com/intern/52491?jobIds=49806&ncsr=,¥250-300元/天,北京,简历处理率：62%,平均处理：1天,
群报数-产品实习生,深圳市卡牛科技有限公司,https://www.nowcoder.com/intern/18161?jobIds=47536&ncsr=,¥150-200元/天,深圳,简历处理率：-,平均处理：-,
运营实习生,字节跳动,https://www.nowcoder.com/intern/43072?jobIds=37760&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：100%,平均处理：1天,
达人运营实习生,字节跳动,https://www.nowcoder.com/intern/43072?jobIds=37341&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：100%,平均处理：1天,
内容运营实习,字节跳动,https://www.nowcoder.com/intern/43072?jobIds=37340&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：100%,平均处理：1天,
实习生-运营推广,趋势科技,https://www.nowcoder.com/intern/40291?jobIds=34863&ncsr=,¥150-200元/天,南京,简历处理率：100%,平均处理：3天,
北森-安全工程师,北森云计算股份有限公司,https://www.nowcoder.com/intern/30078?jobIds=30518&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：6天,
新媒体运营（线上实习）,广州全撇教育科技有限公司,https://www.nowcoder.com/intern/41840?jobIds=36537&ncsr=,¥50-100元/天,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：97%,平均处理：3天,
运营实习生（远程实习）,MindCoord,https://www.nowcoder.com/intern/42044?jobIds=39510&ncsr=,¥薪酬面议,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：97%,平均处理：3天,
产品运营,脉脉,https://www.nowcoder.com/intern/46292?jobIds=48281&ncsr=,¥100-150元/天,北京,简历处理率：5%,平均处理：1天,
电商用户运营实习生,上海茵朗信息科技有限公司,https://www.nowcoder.com/intern/29095?jobIds=30621&ncsr=,¥150-200元/天,上海,简历处理率：100%,平均处理：2天,
[直通笔试]美团优选-产品运营专员,美团,https://www.nowcoder.com/intern/50199?jobIds=47368&ncsr=,¥200-250元/天,北京,上海,广州,深圳,简历处理率：91%,平均处理：1天,
斑马AI课-前端研发实习生,猿辅导,https://www.nowcoder.com/intern/50209?jobIds=47386&ncsr=,¥800-1000元/天,北京,简历处理率：100%,平均处理：1天,
小猿搜题/口算-前端研发实习生,猿辅导,https://www.nowcoder.com/intern/50209?jobIds=47384&ncsr=,¥800-1000元/天,北京,简历处理率：98%,平均处理：1天,
前端开发实习生,小红书,https://www.nowcoder.com/intern/52217?jobIds=49359&ncsr=,¥250-300元/天,北京,上海,简历处理率：97%,平均处理：3天,
2022届-前端实习生-学而思网校1对1,学而思,https://www.nowcoder.com/intern/18388?jobIds=46110&ncsr=,¥薪酬面议,北京,简历处理率：100%,平均处理：2天,
2021腾讯春季实习招聘,腾讯,https://www.nowcoder.com/intern/4950?jobIds=47773&ncsr=,¥250-300元/天,深圳,西安,简历处理率：95%,平均处理：1天,
【实习生】腾讯web前端开发实习生（面向2022届）,腾讯,https://www.nowcoder.com/intern/17490?jobIds=43793&ncsr=,¥薪酬面议,深圳,简历处理率：96%,平均处理：2天,
腾讯前端开发（暑期实习）,腾讯,https://www.nowcoder.com/intern/52290?jobIds=49495&ncsr=,¥薪酬面议,深圳,简历处理率：91%,平均处理：1天,
web前端实习生,成都超有爱科技有限公司,https://www.nowcoder.com/intern/563?jobIds=13867&ncsr=,¥150-200元/天,成都,简历处理率：99%,平均处理：4天,
前端开发工程师-22届实习生,便利蜂,https://www.nowcoder.com/intern/49738?jobIds=47960&ncsr=,¥400-500元/天,北京,简历处理率：96%,平均处理：1天,
前端工程师,清远墨墨教育科技有限公司,https://www.nowcoder.com/intern/656?jobIds=2684&ncsr=,¥200-250元/天,清远,简历处理率：98%,平均处理：105天,
HR实习生,北京望石智慧科技有限公司,https://www.nowcoder.com/intern/2391?jobIds=15406&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：17天,
高德地图  体验设计师,高德,https://www.nowcoder.com/intern/51145?jobIds=48140&ncsr=,¥薪酬面议,北京,上海,深圳,杭州,简历处理率：-,平均处理：-,
高德地图 创意设计师,高德,https://www.nowcoder.com/intern/51145?jobIds=48139&ncsr=,¥薪酬面议,北京,上海,杭州,简历处理率：-,平均处理：-,
北森云计算-软件实施顾问,北森云计算股份有限公司,https://www.nowcoder.com/intern/13616?jobIds=29087&ncsr=,¥200-250元/天,北京,上海,广州,深圳,杭州,成都,苏州,简历处理率：96%,平均处理：3天,
视觉设计师（远程实习）,MindCoord,https://www.nowcoder.com/intern/42044?jobIds=39509&ncsr=,¥薪酬面议,北京,上海,广州,深圳,杭州,南京,成都,厦门,武汉,西安,长沙,哈尔滨,合肥,长春,其他,简历处理率：92%,平均处理：2天,
招聘实习生,脉脉,https://www.nowcoder.com/intern/46292?jobIds=41221&ncsr=,¥250-300元/天,北京,简历处理率：90%,平均处理：6天,
人力资源实习生,用友,https://www.nowcoder.com/intern/7454?jobIds=11936&ncsr=,¥100-150元/天,北京,简历处理率：99%,平均处理：2天,
招聘专员实习生（招聘大牛带路）,用友,https://www.nowcoder.com/intern/7454?jobIds=25289&ncsr=,¥100-150元/天,北京,简历处理率：99%,平均处理：3天,
HR实习生-招聘方向,滴滴出行,https://www.nowcoder.com/intern/48793?jobIds=45534&ncsr=,¥150-200元/天,北京,简历处理率：14%,平均处理：2天,
英语口语课程编辑 （产品方向）,成都超有爱科技有限公司,https://www.nowcoder.com/intern/563?jobIds=49145&ncsr=,¥150-200元/天,成都,简历处理率：100%,平均处理：1天,
2022届-质量测试实习生-学而思网校1对1,学而思,https://www.nowcoder.com/intern/18388?jobIds=46155&ncsr=,¥薪酬面议,北京,简历处理率：100%,平均处理：2天,
国际化分单引擎测试开发实习生,滴滴出行,https://www.nowcoder.com/intern/37973?jobIds=33445&ncsr=,¥200-250元/天,北京,简历处理率：85%,平均处理：23天,
测试开发工程师-22实习生,便利蜂,https://www.nowcoder.com/intern/49738?jobIds=46544&ncsr=,¥400-500元/天,北京,简历处理率：93%,平均处理：1天,
测试开发工程师,瓜子,https://www.nowcoder.com/intern/51881?jobIds=49000&ncsr=,¥200-250元/天,北京,简历处理率：25%,平均处理：2天,
测试工程师实习生,Manteia,https://www.nowcoder.com/intern/5518?jobIds=47376&ncsr=,¥100-150元/天,山东,简历处理率：66%,平均处理：2天,
软件研发实习生-QA,图森未来,https://www.nowcoder.com/intern/47488?jobIds=43228&ncsr=,¥300-400元/天,北京,简历处理率：97%,平均处理：2天,
软件测试实习工程师,慧国（上海）软件科技有限公司,https://www.nowcoder.com/intern/20846?jobIds=23920&ncsr=,¥250-300元/天,上海,简历处理率：99%,平均处理：1天,
Software Quality Engineer - Customer Experience,红帽软件（北京）有限公司,https://www.nowcoder.com/intern/13290?jobIds=46961&ncsr=,¥250-300元/天,北京,简历处理率：75%,平均处理：4天,
Software Quality Engineering Internship-OpenShift,红帽软件（北京）有限公司,https://www.nowcoder.com/intern/13290?jobIds=46970&ncsr=,¥250-300元/天,北京,简历处理率：85%,平均处理：4天,
Software Quality Engineering Internship-Virturalization,红帽软件（北京）有限公司,https://www.nowcoder.com/intern/13290?jobIds=46978&ncsr=,¥250-300元/天,北京,简历处理率：83%,平均处理：4天,
